CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,France,Germany,Spain,Exited
1.196046004639157,0,-0.6582999459961968,0.3385444999589047,1.7538842793349438,-0.9180512998916455,1,1,0.04176343061007472,1.0,0.0,0.0,0
-0.1737426430369651,0,-1.2312017211356667,1.0271679425399465,-1.2288822089205351,-0.9180512998916455,1,0,-1.360563917357157,1.0,0.0,0.0,0
-0.8275054067005688,0,-0.5628163168062852,-0.6943906639126581,-0.07500572602050391,-0.9180512998916455,1,0,-1.273530965956284,0.0,1.0,0.0,0
0.614923548049287,0,1.824274412941506,0.6828562212494256,1.5033113284671353,0.7963302125110535,0,1,-1.5562385186460372,0.0,1.0,0.0,0
-0.25676013683551796,0,-0.9447508335659317,0.6828562212494256,-1.2288822089205351,0.7963302125110535,1,0,-0.8811890026359143,0.0,0.0,1.0,0
-0.744487912902016,1,2.397176188080976,0.3385444999589047,1.1034301915131275,-0.9180512998916455,1,1,1.1113123756411782,0.0,1.0,0.0,0
2.067729689523962,1,-0.2763654292365502,-1.727325827784221,1.418790690992274,-0.9180512998916455,1,1,-0.6491407315074343,1.0,0.0,0.0,0
0.9573707099683175,0,0.010085458333184744,-0.6943906639126581,0.6935573142362504,-0.9180512998916455,0,1,-1.2845755160583237,0.0,1.0,0.0,0
0.6564322949485635,0,0.5829872334726547,1.0271679425399465,1.1947350168524824,0.7963302125110535,0,1,0.6910986023677486,0.0,0.0,1.0,0
0.5630376144251915,0,-0.5628163168062852,-0.6943906639126581,1.090782595827397,0.7963302125110535,1,0,0.23876443389183577,1.0,0.0,0.0,0
0.7498269754719353,1,0.7739544918524779,1.7157913851209883,0.22383983734703292,0.7963302125110535,0,0,0.056991956619996564,0.0,1.0,0.0,1
-0.20487420321142244,1,-0.5628163168062852,-0.3500789426221372,0.7505893026297698,-0.9180512998916455,0,0,0.218658771000667,0.0,1.0,0.0,0
0.0026695312849597057,0,-0.3718490584264619,-1.727325827784221,1.6913695300245162,0.7963302125110535,0,1,-1.0972164149154617,1.0,0.0,0.0,1
0.521528867525915,0,-0.18088180004663856,1.0271679425399465,0.502480598788593,-0.9180512998916455,1,0,-1.4438305957168334,1.0,0.0,0.0,0
0.8535988427201264,0,-0.7537835751861085,0.3385444999589047,1.3054081845913397,0.7963302125110535,0,0,1.3529216135506046,0.0,1.0,0.0,0
0.19983607905652273,0,0.3920199750928313,-1.3830141064937,0.3417634452555593,-0.9180512998916455,0,0,0.3495803965399417,0.0,0.0,1.0,0
1.1545372577398805,0,-0.9447508335659317,1.7157913851209883,0.6268972077103263,0.7963302125110535,1,0,0.8364223795969078,0.0,0.0,1.0,0
0.5941691745996488,0,-0.4673326876163735,-0.6943906639126581,-1.2288822089205351,-0.9180512998916455,0,1,0.37098241460655423,1.0,0.0,0.0,1
0.7602041621967545,1,-0.4673326876163735,-1.038702385203179,-1.2288822089205351,0.7963302125110535,1,1,0.32592087250194507,1.0,0.0,0.0,0
-0.3086460704596135,0,1.0604053794222128,-0.6943906639126581,1.3904469515655113,-0.9180512998916455,0,1,0.5375508548930878,0.0,0.0,1.0,0
0.11681858525796988,0,-0.9447508335659317,-0.00576722133161624,1.1335803173251164,-0.9180512998916455,1,0,-1.5487066672877465,1.0,0.0,0.0,0
-1.3463647429415242,0,-0.3718490584264619,0.3385444999589047,0.31978598515106876,-0.9180512998916455,1,0,-1.5563462008819395,1.0,0.0,0.0,0
-0.6407160456538249,1,0.6784708626625663,1.7157913851209883,-1.2288822089205351,0.7963302125110535,0,1,1.1857459843984022,0.0,0.0,1.0,0
-2.218048427826329,1,0.3920199750928313,0.3385444999589047,-1.2288822089205351,-0.9180512998916455,1,0,0.837716997962095,1.0,0.0,0.0,1
0.12719577198278897,1,-0.9447508335659317,-0.3500789426221372,0.4208230042321133,0.7963302125110535,0,0,-1.3708137030858272,0.0,1.0,0.0,0
-0.2878916970099753,0,-1.5176526087054016,-1.3830141064937,0.47378512234896925,0.7963302125110535,0,1,1.5860211759273373,1.0,0.0,0.0,0
0.36587106665362845,1,-0.4673326876163735,-0.6943906639126581,0.7622305128713971,0.7963302125110535,1,0,0.8284017898324415,1.0,0.0,0.0,0
0.3347395064791711,0,-0.3718490584264619,1.3714796638304674,-0.24639496598895386,-0.9180512998916455,0,0,-0.29780694251507966,0.0,0.0,1.0,0
-1.1180666349955037,0,-0.2763654292365502,-0.3500789426221372,-1.2288822089205351,0.7963302125110535,1,1,0.714047944691867,1.0,0.0,0.0,0
